t,type,r,v,details
161804.4068,apocenter,3845467.186,3320.272767,{"ecc": 0.005946952230864535, "energy": -5578057.922019736}
165399.1196,pericenter,3800000.165,3359.999846,{"ecc": 0.005946952235440648, "energy": -5578057.922019711}
168994.2112,apocenter,3845467.259,3320.272703,{"ecc": 0.005946952229658162, "energy": -5578057.922020452}
172591.0034,pericenter,3800000.21,3359.999807,{"ecc": 0.005946952234705341, "energy": -5578057.922020411}
176187.8801,apocenter,3845467.094,3320.272847,{"ecc": 0.0059469522288564695, "energy": -5578057.922021107}
179781.1846,pericenter,3800000.155,3359.999856,{"ecc": 0.005946952232612912, "energy": -5578057.922021081}
183379.3272,apocenter,3845467.066,3320.272871,{"ecc": 0.005946952228691707, "energy": -5578057.922021547}
186971.5392,pericenter,3800000.122,3359.999885,{"ecc": 0.00594695223230237, "energy": -5578057.922021498}
190570.2456,apocenter,3845467.085,3320.272854,{"ecc": 0.005946952228279257, "energy": -5578057.922021983}
194164.7156,pericenter,3800000.231,3359.999788,{"ecc": 0.00594695223176536, "energy": -5578057.922021935}
197760.489,apocenter,3845467.158,3320.272792,{"ecc": 0.005946952227606359, "energy": -5578057.92202247}
201355.2082,pericenter,3800000.189,3359.999826,{"ecc": 0.005946952233067882, "energy": -5578057.922022359}
204950.8296,apocenter,3845467.21,3320.272746,{"ecc": 0.005946952228071216, "energy": -5578057.92202297}
208546.1645,pericenter,3800000.179,3359.999835,{"ecc": 0.005946952231420758, "energy": -5578057.922022933}
212142.983,apocenter,3845467.141,3320.272806,{"ecc": 0.005946952227789441, "energy": -5578057.922023379}
215737.6676,pericenter,3800000.201,3359.999815,{"ecc": 0.005946952231473501, "energy": -5578057.922023371}
219332.2844,apocenter,3845467.253,3320.272708,{"ecc": 0.005946952227526441, "energy": -5578057.922023834}
222928.4424,pericenter,3800000.179,3359.999834,{"ecc": 0.005946952231287764, "energy": -5578057.922023764}
226525.548,apocenter,3845467.117,3320.272827,{"ecc": 0.005946952227644567, "energy": -5578057.922024191}
230120.4963,pericenter,3800000.239,3359.999782,{"ecc": 0.005946952232803772, "energy": -5578057.922024163}
233716.2515,apocenter,3845467.151,3320.272797,{"ecc": 0.005946952228256751, "energy": -5578057.9220247185}
237309.877,pericenter,3800000.137,3359.999871,{"ecc": 0.005946952232011416, "energy": -5578057.922024657}
240909.6292,apocenter,3845466.939,3320.272981,{"ecc": 0.005946952226462408, "energy": -5578057.922025305}
244501.3,pericenter,3800000.15,3359.99986,{"ecc": 0.005946952230299118, "energy": -5578057.922025225}
248097.204,apocenter,3845467.235,3320.272725,{"ecc": 0.005946952226503599, "energy": -5578057.9220256815}
251692.2417,pericenter,3800000.142,3359.999867,{"ecc": 0.0059469522299615005, "energy": -5578057.922025635}
255289.8694,apocenter,3845467.134,3320.272812,{"ecc": 0.005946952226222382, "energy": -5578057.922026082}
258885.2138,pericenter,3800000.253,3359.99977,{"ecc": 0.005946952230842794, "energy": -5578057.922026052}
262478.8257,apocenter,3845467.265,3320.272698,{"ecc": 0.005946952227011189, "energy": -5578057.922026515}
266074.9897,pericenter,3800000.165,3359.999847,{"ecc": 0.005946952230428566, "energy": -5578057.922026451}
269669.796,apocenter,3845467.272,3320.272692,{"ecc": 0.005946952227030839, "energy": -5578057.9220268475}
273267.3062,pericenter,3800000.24,3359.999781,{"ecc": 0.0059469522314227734, "energy": -5578057.92202677}
276862.6187,apocenter,3845467.182,3320.27277,{"ecc": 0.005946952227034394, "energy": -5578057.922027264}
280458.7607,pericenter,3800000.264,3359.99976,{"ecc": 0.005946952231264563, "energy": -5578057.92202719}
284051.995,apocenter,3845467.274,3320.27269,{"ecc": 0.005946952227793008, "energy": -5578057.922027551}
287651.216,pericenter,3800000.384,3359.999654,{"ecc": 0.005946952231506931, "energy": -5578057.922027522}
291244.3473,apocenter,3845467.216,3320.272741,{"ecc": 0.005946952227526124, "energy": -5578057.92202803}
294841.6348,pericenter,3800000.315,3359.999715,{"ecc": 0.005946952231599974, "energy": -5578057.922027961}
298434.278,apocenter,3845467.274,3320.272691,{"ecc": 0.005946952228096442, "energy": -5578057.922028383}
302031.5509,pericenter,3800000.219,3359.9998,{"ecc": 0.005946952231656038, "energy": -5578057.922028329}
305627.8624,apocenter,3845467.13,3320.272815,{"ecc": 0.005946952227635026, "energy": -5578057.9220287725}
309224.0325,pericenter,3800000.327,3359.999705,{"ecc": 0.005946952230998227, "energy": -5578057.922028722}
312818.4471,apocenter,3845467.171,3320.27278,{"ecc": 0.005946952227313287, "energy": -5578057.922029129}
316412.625,pericenter,3800000.15,3359.99986,{"ecc": 0.00594695223105896, "energy": -5578057.922029077}
320010.9622,apocenter,3845467.058,3320.272878,{"ecc": 0.005946952226422771, "energy": -5578057.922029663}
323605.644,pericenter,3800000.27,3359.999754,{"ecc": 0.005946952230260255, "energy": -5578057.922029633}
327200.1275,apocenter,3845467.21,3320.272746,{"ecc": 0.005946952226640594, "energy": -5578057.922030052}
330796.3937,pericenter,3800000.241,3359.99978,{"ecc": 0.005946952230218402, "energy": -5578057.9220300205}
334393.877,apocenter,3845466.994,3320.272934,{"ecc": 0.005946952226597407, "energy": -5578057.922030439}
337986.4702,pericenter,3800000.172,3359.99984,{"ecc": 0.005946952230478189, "energy": -5578057.92203042}
341581.8454,apocenter,3845467.24,3320.27272,{"ecc": 0.005946952227079798, "energy": -5578057.922030786}
345179.1149,pericenter,3800000.276,3359.99975,{"ecc": 0.005946952230526488, "energy": -5578057.922030735}
348772.7334,apocenter,3845467.252,3320.272709,{"ecc": 0.0059469522269563445, "energy": -5578057.922031155}
352371.0846,pericenter,3800000.35,3359.999684,{"ecc": 0.005946952231347059, "energy": -5578057.9220310785}
355966.7632,apocenter,3845467.046,3320.272889,{"ecc": 0.005946952226145556, "energy": -5578057.9220316885}
359559.6027,pericenter,3800000.158,3359.999853,{"ecc": 0.005946952230517507, "energy": -5578057.922031656}
363155.8994,apocenter,3845467.204,3320.272752,{"ecc": 0.005946952226300442, "energy": -5578057.9220321905}
366753.9517,pericenter,3800000.411,3359.999631,{"ecc": 0.0059469522314505524, "energy": -5578057.922032155}
370347.2848,apocenter,3845467.187,3320.272766,{"ecc": 0.00594695222645677, "energy": -5578057.9220328}
373943.5606,pericenter,3800000.268,3359.999756,{"ecc": 0.005946952231691138, "energy": -5578057.92203272}
377538.0395,apocenter,3845467.211,3320.272745,{"ecc": 0.005946952227645271, "energy": -5578057.922033233}
381132.3239,pericenter,3800000.128,3359.99988,{"ecc": 0.0059469522315457185, "energy": -5578057.922033205}
384730.3908,apocenter,3845467.126,3320.272819,{"ecc": 0.005946952226293705, "energy": -5578057.9220338445}
388325.056,pericenter,3800000.212,3359.999806,{"ecc": 0.005946952229875508, "energy": -5578057.922033782}
391920.1702,apocenter,3845467.219,3320.272738,{"ecc": 0.0059469522261081905, "energy": -5578057.922034215}
395516.2518,pericenter,3800000.216,3359.999802,{"ecc": 0.005946952230881596, "energy": -5578057.922034174}
399112.1012,apocenter,3845467.168,3320.272782,{"ecc": 0.005946952226717701, "energy": -5578057.9220346995}
402706.7742,pericenter,3800000.178,3359.999836,{"ecc": 0.005946952231335895, "energy": -5578057.922034647}
406304.045,apocenter,3845467.105,3320.272837,{"ecc": 0.00594695222743024, "energy": -5578057.922035118}
409900.7796,pericenter,3800000.413,3359.999629,{"ecc": 0.0059469522318378295, "energy": -5578057.922035092}
413493.9846,apocenter,3845467.194,3320.272759,{"ecc": 0.0059469522280583, "energy": -5578057.922035528}
417089.5062,pericenter,3800000.206,3359.999811,{"ecc": 0.0059469522323154465, "energy": -5578057.922035502}
420685.6674,apocenter,3845467.157,3320.272792,{"ecc": 0.0059469522283630534, "energy": -5578057.922035952}
424281.6895,pericenter,3800000.284,3359.999743,{"ecc": 0.005946952232179446, "energy": -5578057.922035902}
427876.7014,apocenter,3845467.164,3320.272786,{"ecc": 0.005946952228493283, "energy": -5578057.922036347}
431472.5734,pericenter,3800000.263,3359.99976,{"ecc": 0.005946952232923078, "energy": -5578057.922036278}
435067.6793,apocenter,3845467.175,3320.272776,{"ecc": 0.005946952229197281, "energy": -5578057.92203673}
438662.9734,pericenter,3800000.21,3359.999807,{"ecc": 0.005946952233002683, "energy": -5578057.922036689}
442257.626,apocenter,3845467.245,3320.272715,{"ecc": 0.005946952229528353, "energy": -5578057.922037089}
445855.5157,pericenter,3800000.32,3359.99971,{"ecc": 0.005946952233173771, "energy": -5578057.922037017}
449450.9832,apocenter,3845467.094,3320.272847,{"ecc": 0.005946952228291456, "energy": -5578057.922037606}
453045.4139,pericenter,3800000.222,3359.999797,{"ecc": 0.00594695223247345, "energy": -5578057.922037544}
456642.0342,apocenter,3845467.101,3320.27284,{"ecc": 0.005946952228623858, "energy": -5578057.922038018}
460237.6563,pericenter,3800000.309,3359.99972,{"ecc": 0.005946952234099815, "energy": -5578057.922037952}
463832.2846,apocenter,3845467.17,3320.27278,{"ecc": 0.0059469522287764, "energy": -5578057.9220386}
467426.7875,pericenter,3800000.167,3359.999845,{"ecc": 0.0059469522336853585, "energy": -5578057.922038537}
471024.1098,apocenter,3845467.118,3320.272826,{"ecc": 0.005946952230134312, "energy": -5578057.922038943}
474619.985,pericenter,3800000.314,3359.999716,{"ecc": 0.005946952233768183, "energy": -5578057.922038871}
478213.6315,apocenter,3845467.228,3320.27273,{"ecc": 0.005946952229362483, "energy": -5578057.922039378}
481809.971,pericenter,3800000.223,3359.999796,{"ecc": 0.00594695223266351, "energy": -5578057.922039333}
485405.4489,apocenter,3845467.187,3320.272766,{"ecc": 0.0059469522291234495, "energy": -5578057.922039776}
489000.9271,pericenter,3800000.211,3359.999807,{"ecc": 0.005946952233051861, "energy": -5578057.922039723}
492596.8074,apocenter,3845467.171,3320.27278,{"ecc": 0.005946952229709979, "energy": -5578057.922040097}
496190.3024,pericenter,3800000.121,3359.999885,{"ecc": 0.005946952233398689, "energy": -5578057.9220400555}
499788.5238,apocenter,3845467.128,3320.272818,{"ecc": 0.005946952229556209, "energy": -5578057.922040528}
503383.9068,pericenter,3800000.262,3359.999761,{"ecc": 0.005946952233349287, "energy": -5578057.922040471}
506977.9799,apocenter,3845467.238,3320.272722,{"ecc": 0.005946952229700985, "energy": -5578057.922040911}
510573.8706,pericenter,3800000.182,3359.999832,{"ecc": 0.005946952234825222, "energy": -5578057.922040826}
514168.8193,apocenter,3845467.252,3320.272709,{"ecc": 0.005946952231306815, "energy": -5578057.922041246}
517764.2995,pericenter,3800000.145,3359.999864,{"ecc": 0.005946952234682562, "energy": -5578057.922041204}
521360.7398,apocenter,3845467.211,3320.272745,{"ecc": 0.005946952231150498, "energy": -5578057.92204164}
524956.123,pericenter,3800000.181,3359.999833,{"ecc": 0.005946952234827227, "energy": -5578057.922041588}
528551.1189,apocenter,3845467.251,3320.27271,{"ecc": 0.00594695223099829, "energy": -5578057.922042021}
532148.453,pericenter,3800000.263,3359.999761,{"ecc": 0.005946952235058375, "energy": -5578057.922041961}
535742.263,apocenter,3845467.25,3320.272711,{"ecc": 0.005946952230564411, "energy": -5578057.9220425105}
539337.9808,pericenter,3800000.159,3359.999852,{"ecc": 0.005946952234422661, "energy": -5578057.922042441}
542933.2618,apocenter,3845467.257,3320.272705,{"ecc": 0.005946952230121437, "energy": -5578057.922042963}
546532.3139,pericenter,3800000.411,3359.999631,{"ecc": 0.0059469522367342625, "energy": -5578057.922042879}
550124.114,apocenter,3845467.269,3320.272695,{"ecc": 0.005946952230897933, "energy": -5578057.922043576}
553719.5305,pericenter,3800000.127,3359.99988,{"ecc": 0.005946952235400443, "energy": -5578057.922043546}
557318.3888,apocenter,3845467.059,3320.272877,{"ecc": 0.005946952229821464, "energy": -5578057.92204423}
560912.5171,pericenter,3800000.228,3359.999792,{"ecc": 0.005946952233283249, "energy": -5578057.922044208}
564507.371,apocenter,3845467.221,3320.272737,{"ecc": 0.005946952228195101, "energy": -5578057.92204483}
